PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Salutation,NumRelatives,HasFamily,LastNameOccurance,TicketOccurance,IsBritish,TransformedCabinDeck,BoardedAtSouthamption,BoardedAtQueenstown,BoardedAtCherbourg,IsAlone,AgeLogFare,YouthFamilyScore
59,1,1,1,5.0,1,2,27.75,2,3,1,3,3,1,,1,0,0,0,17.444514810406304,20.0
60,0,0,0,11.0,5,2,46.9,1,7,1,6,6,1,,1,0,0,0,43.44250669189027,82.0
61,0,0,0,22.0,0,0,7.2292,0,0,0,1,1,0,,0,0,1,1,55.08418376209124,5.0
62,1,2,1,38.0,0,0,80.0,2,0,0,1,2,0,1.0,0,0,0,1,168.82074774663204,5.0
63,0,2,0,45.0,1,0,83.475,0,1,1,4,2,1,2.0,1,0,0,0,201.7224011804187,50.0
64,0,0,0,4.0,3,2,27.9,1,5,1,6,6,0,,1,0,0,0,13.973890631085304,25.0
65,0,2,0,29.369589508987744,0,0,27.7208,0,0,0,1,1,1,,0,0,1,1,,
66,1,0,0,27.043031918193034,1,1,15.2458,1,2,1,2,2,0,,0,0,1,0,,
67,1,1,1,29.0,0,0,10.5,3,0,0,1,1,1,5.0,1,0,0,1,79.48436069383082,5.0
68,0,0,0,19.0,0,0,8.1583,0,0,0,1,1,1,,1,0,0,1,48.96400202620842,5.0
69,1,0,1,17.0,4,2,7.925,2,6,1,9,1,0,,1,0,0,0,43.505778146706376,107.0
70,0,0,0,26.0,2,0,8.6625,0,2,1,1,1,0,,1,0,0,0,67.98102619106908,57.0
71,0,1,0,32.0,0,0,10.5,0,0,0,1,1,1,,1,0,0,1,87.70688076560643,5.0
72,0,0,1,16.0,5,2,46.9,2,7,1,6,6,1,,1,0,0,0,63.18910064274949,117.0
73,0,1,0,21.0,0,0,73.5,0,0,0,1,5,1,,1,0,0,1,91.62507112055563,5.0
74,0,0,0,26.0,1,0,14.4542,0,1,1,1,1,0,,0,0,1,0,77.16963761146842,31.0
75,1,0,0,32.0,0,0,56.4958,0,0,0,1,7,1,,1,0,0,1,131.8070041535198,5.0
76,0,0,0,25.0,0,0,7.65,0,0,0,1,1,0,6.0,1,0,0,1,63.441430379338236,5.0
77,0,0,0,29.117726398007253,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,,
78,0,0,0,26.918988214001484,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,,
79,1,1,0,0.83,0,2,29.0,1,2,1,2,2,1,,1,0,0,0,2.926879235431414,6.66
80,1,0,1,30.0,0,0,12.475,2,0,0,1,2,1,,1,0,0,1,85.82313864359622,5.0
81,0,0,0,22.0,0,0,9.0,0,0,0,1,1,0,,1,0,0,1,58.05926125153569,5.0
82,1,0,0,29.0,0,0,9.5,0,0,0,1,1,0,,1,0,0,1,77.55031083336934,5.0
83,1,0,1,26.85033695739142,0,0,7.7875,2,0,0,1,1,1,,0,1,0,1,,
84,0,2,0,28.0,0,0,47.1,0,0,0,1,1,0,,1,0,0,1,110.688618565261,5.0
85,1,1,1,17.0,0,0,10.5,2,0,0,1,1,1,,1,0,0,1,46.594280406728416,5.0
86,1,0,1,33.0,3,0,15.85,3,3,1,2,2,1,,1,0,0,0,100.23268029207875,104.0
87,0,0,0,16.0,1,3,34.375,0,4,1,4,4,1,,1,0,0,0,58.77009755433276,69.0
88,0,0,0,28.044051446948885,0,0,8.05,0,0,0,1,1,0,,1,0,0,1,,
89,1,2,1,23.0,3,2,263.0,2,5,1,4,4,1,2.0,1,0,0,0,128.5927005517497,120.0
90,0,0,0,24.0,0,0,8.05,0,0,0,1,1,0,,1,0,0,1,61.65091521044886,5.0
91,0,0,0,29.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,74.49485587929237,5.0
92,0,0,0,20.0,0,0,7.8542,0,0,0,1,1,0,,1,0,0,1,51.07341212374006,5.0
93,0,2,0,46.0,1,0,61.175,0,1,1,1,1,0,4.0,1,0,0,0,192.84592641320558,51.0
94,0,0,0,26.0,1,2,20.575,0,3,1,2,2,1,,1,0,0,0,84.28199810777994,83.0
95,0,0,0,59.0,0,0,7.25,0,0,0,1,1,1,,1,0,0,1,147.82603028245342,5.0
96,0,0,0,30.421119708047016,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,,
97,0,2,0,71.0,0,0,34.6542,0,0,0,1,1,1,0.0,0,0,1,1,261.29397772250303,5.0
98,1,2,0,23.0,0,1,63.3583,0,1,1,1,1,1,3.0,0,0,1,0,97.16954876066447,28.0
99,1,1,1,34.0,0,1,23.0,3,1,1,2,2,1,,1,0,0,0,113.29495334595693,39.0
100,0,1,0,34.0,1,0,26.0,0,1,1,2,2,0,,1,0,0,0,116.75556495249498,39.0
101,0,0,1,28.0,0,0,7.8958,2,0,0,1,1,0,,1,0,0,1,71.59324695485614,5.0
102,0,0,0,29.123741844897044,0,0,7.8958,0,0,0,2,1,0,,1,0,0,1,,
103,0,2,0,21.0,0,1,77.2875,0,1,1,2,2,1,3.0,1,0,0,0,92.6146034686739,26.0
104,0,0,0,33.0,0,0,8.6542,0,0,0,3,1,1,,1,0,0,1,86.263556498166,5.0
105,0,0,0,37.0,2,0,7.925,0,2,1,4,1,0,,1,0,0,0,94.68904655459623,79.0
106,0,0,0,28.0,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,71.59324695485614,5.0
107,1,0,1,21.0,0,0,7.65,2,0,0,1,1,0,,1,0,0,1,53.290801518644116,5.0
108,1,0,0,27.8261385988847,0,0,7.775,0,0,0,1,1,1,,1,0,0,1,,
109,0,0,0,38.0,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,97.16226372444763,5.0
110,1,0,1,28.223556607626307,1,0,24.15,2,1,1,3,3,1,,0,1,0,0,,
111,0,2,0,47.0,0,0,52.0,0,0,0,1,2,1,2.0,1,0,0,1,190.02340958822387,5.0
112,0,0,1,14.5,1,0,14.4542,2,1,1,2,2,0,,0,0,1,0,43.036913283318924,19.5
113,0,0,0,22.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,56.51333894291145,5.0
114,0,0,1,20.0,1,0,9.825,2,1,1,3,1,0,,1,0,0,0,53.92629889767578,25.0
115,0,0,1,17.0,0,0,14.4583,2,0,0,2,2,0,,0,0,1,1,50.46065314237556,5.0
116,0,0,0,21.0,0,0,7.925,0,0,0,1,1,0,,1,0,0,1,53.74243182828435,5.0
117,0,0,0,70.5,0,0,7.75,0,0,0,1,1,1,,0,1,0,1,179.45995464811267,5.0
118,0,1,0,29.0,1,0,21.0,0,1,1,2,2,1,,1,0,0,0,94.48479960262299,34.0
119,0,2,0,24.0,0,1,247.5208,0,1,1,2,2,0,1.0,0,0,1,0,132.75584691744726,29.0
120,0,0,1,2.0,4,2,31.275,2,6,1,9,7,1,,1,0,0,0,7.182257597540503,17.0
121,0,1,0,21.0,2,0,73.5,0,2,1,3,5,1,,1,0,0,0,91.62507112055563,47.0
122,0,0,0,28.54744221679534,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,,
123,0,1,0,32.5,1,0,30.0708,0,1,1,2,2,0,,0,0,1,0,115.61448845088108,37.5
124,1,1,1,32.5,0,0,13.0,2,0,0,2,1,1,4.0,1,0,0,1,93.93708213162535,5.0
125,0,2,0,54.0,0,1,77.2875,0,1,1,2,2,1,3.0,1,0,0,0,238.15183749087575,59.0
126,1,0,0,12.0,1,0,11.2417,1,1,1,2,2,0,,0,0,1,0,33.45098410869527,17.0
127,0,0,0,27.182478544367925,0,0,7.75,0,0,0,1,1,1,,0,1,0,1,,
128,1,0,0,24.0,0,0,7.1417,0,0,0,1,1,0,,1,0,0,1,59.919499410638,5.0
129,1,0,1,28.264831955404247,1,1,22.3583,2,2,1,2,2,1,4.0,0,0,1,0,,
130,0,0,0,45.0,0,0,6.975,0,0,0,1,1,1,,1,0,0,1,111.72695144836406,5.0
131,0,0,0,33.0,0,0,7.8958,0,0,0,1,1,0,,0,0,1,1,84.37775533965188,5.0
132,0,0,0,20.0,0,0,7.05,0,0,0,1,1,0,,1,0,0,1,49.78129319873328,5.0
133,0,0,1,47.0,1,0,14.5,3,1,1,1,1,1,,1,0,0,0,139.60947988177594,52.0
134,1,1,1,29.0,1,0,26.0,3,1,1,1,1,0,,1,0,0,0,99.58562893006925,34.0
135,0,1,0,25.0,0,0,13.0,0,0,0,1,1,1,,1,0,0,1,72.25929394740412,5.0
136,0,1,0,23.0,0,0,15.0458,0,0,0,1,1,1,,0,0,1,1,68.95445207650286,5.0
137,1,2,1,19.0,0,2,26.2833,2,2,1,1,1,1,3.0,1,0,0,0,65.41860376784105,43.0
138,0,2,0,37.0,1,0,53.1,0,1,1,2,2,0,2.0,1,0,0,0,150.30012956274103,42.0
139,0,0,0,16.0,0,0,9.2167,0,0,0,1,2,0,,1,0,0,1,42.47067727892344,5.0
140,0,2,0,24.0,0,0,79.2,0,0,0,1,2,0,1.0,0,0,1,1,106.39667810995876,5.0
141,0,0,1,27.755892130059962,0,2,15.2458,3,2,1,3,2,0,,0,0,1,0,,
142,1,0,1,22.0,0,0,7.75,2,0,0,1,1,0,,1,0,0,1,56.00168797529757,5.0
143,1,0,1,24.0,1,0,15.85,3,1,1,2,2,0,,1,0,0,0,72.89649475787546,29.0
144,0,0,0,19.0,0,0,6.75,0,0,0,1,1,1,,0,1,0,1,46.813211571213195,5.0
145,0,1,0,18.0,0,0,11.5,0,0,0,1,1,1,,1,0,0,1,50.46048685631763,5.0
146,0,1,0,19.0,1,1,36.75,0,2,1,1,2,1,,1,0,0,0,70.90228957464043,43.0
147,1,0,0,27.0,0,0,7.7958,0,0,0,9,1,1,,1,0,0,1,68.8261587861812,5.0
148,0,0,1,9.0,2,2,34.375,2,4,1,4,4,1,,1,0,0,0,33.058179874312174,41.0
149,0,1,0,36.5,0,2,26.0,0,2,1,3,3,0,5.0,1,0,0,0,125.34053296370784,78.0
150,0,1,0,42.0,0,0,13.0,0,0,0,1,1,1,,1,0,0,1,121.39561383163891,5.0
151,0,1,0,51.0,0,0,12.525,0,0,0,1,1,1,,1,0,0,1,146.04505007895335,5.0
152,1,2,1,22.0,1,0,66.6,3,1,1,2,2,1,2.0,1,0,0,0,93.96409162726519,27.0
153,0,0,0,55.5,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,142.567741424163,5.0
154,0,0,0,40.5,0,2,14.5,0,2,1,1,1,0,,1,0,0,0,120.30178585557289,86.0
155,0,0,0,28.78506141585602,0,0,7.3125,0,0,0,3,1,1,,1,0,0,1,,
156,0,2,0,51.0,0,1,61.3792,0,1,1,4,1,1,,0,0,1,0,213.9645714742147,56.0
157,1,0,1,16.0,0,0,7.7333,2,0,0,1,1,0,,0,1,0,1,40.70752974623914,5.0
158,0,0,0,30.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,77.06364401306107,5.0
159,0,0,0,27.51298319571259,0,0,8.6625,0,0,0,1,1,0,,1,0,0,1,,
160,0,0,0,30.05498210537058,8,2,69.55,1,10,1,7,7,1,,1,0,0,0,,
161,0,0,0,44.0,0,1,16.1,0,1,1,1,1,1,,1,0,0,0,134.1680137812089,49.0
162,1,1,1,40.0,0,0,15.75,3,0,0,1,1,1,,1,0,0,1,121.3018498670683,5.0
163,0,0,0,26.0,0,0,7.775,0,0,0,1,1,0,,1,0,0,1,66.23474353833397,5.0
164,0,0,0,17.0,0,0,8.6625,0,0,0,2,1,0,,1,0,0,1,44.449132509545166,5.0
165,0,0,0,1.0,4,1,39.6875,1,5,1,6,6,0,,1,0,0,0,3.7996938204542263,10.0
166,1,0,0,9.0,0,2,20.525,1,2,1,3,3,1,,1,0,0,0,29.156925276456562,23.0
167,1,2,1,26.394519034811974,0,1,55.0,3,1,1,1,2,1,4.0,1,0,0,0,,
168,0,0,1,45.0,1,4,27.9,3,5,1,6,6,0,,1,0,0,0,157.20626959970966,230.0
169,0,2,0,29.333874668406665,0,0,25.925,0,0,0,1,1,1,,1,0,0,1,,
170,0,0,0,28.0,0,0,56.4958,0,0,0,1,7,1,,1,0,0,1,115.33112863432984,5.0
171,0,2,0,61.0,0,0,33.5,0,0,0,1,1,0,1.0,1,0,0,1,222.69015271891806,5.0
172,0,0,0,4.0,4,1,29.125,1,5,1,5,5,1,,0,1,0,0,14.120121014020496,25.0
173,1,0,1,1.0,1,1,11.1333,2,2,1,6,3,1,,1,0,0,0,2.7808854589366394,7.0
174,0,0,0,21.0,0,0,7.925,0,0,0,1,1,0,,1,0,0,1,53.74243182828435,5.0
175,0,2,0,56.0,0,0,30.6958,0,0,0,4,1,1,0.0,0,0,1,1,200.20184994912546,5.0
176,0,0,0,18.0,1,1,7.8542,0,2,1,1,1,0,,1,0,0,0,45.96607091136606,41.0
177,0,0,0,31.19172515471344,3,1,25.4667,1,4,1,4,4,0,,1,0,0,0,,
178,0,2,1,50.0,0,0,28.7125,2,0,0,1,1,1,2.0,0,0,1,1,175.8934344232924,5.0
179,0,1,0,30.0,0,0,13.0,0,0,0,1,1,1,,1,0,0,1,86.71115273688494,5.0
180,0,0,0,36.0,0,0,0.0,0,0,0,1,4,1,,1,0,0,1,57.93976484762761,5.0
181,0,0,1,30.6747158532981,8,2,69.55,2,10,1,7,7,1,,1,0,0,0,,
182,0,1,0,29.200995544695978,0,0,15.05,0,0,0,1,1,0,,0,0,1,1,,
183,0,0,0,9.0,4,2,31.3875,1,6,1,4,4,0,,1,0,0,0,32.348027781645676,59.0
184,1,1,0,1.0,2,1,39.0,1,3,1,2,2,1,5.0,1,0,0,0,3.784189633918261,8.0
185,1,0,1,4.0,0,2,22.025,2,2,1,1,1,0,,1,0,0,0,13.187049454101087,13.0
186,0,2,0,27.793608129483335,0,0,50.0,0,0,0,1,1,1,0.0,1,0,0,1,,
187,1,0,1,27.491590393300072,1,0,15.5,3,1,1,3,2,1,,0,1,0,0,,
188,1,2,0,45.0,0,0,26.55,0,0,0,1,1,1,,1,0,0,1,155.320811504425,5.0
189,0,0,0,40.0,1,1,15.5,0,2,1,3,2,1,,0,1,0,0,120.8169954457745,85.0
190,0,0,0,36.0,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,92.04846037052934,5.0
191,1,1,1,32.0,0,0,13.0,3,0,0,1,1,0,,1,0,0,1,92.49189625267726,5.0
192,0,1,0,19.0,0,0,13.0,0,0,0,1,1,1,,1,0,0,1,54.917063400027125,5.0
193,1,0,1,19.0,1,0,7.8542,2,1,1,4,1,1,,1,0,0,0,48.51974151755306,24.0
194,1,1,0,3.0,1,1,26.0,1,2,1,3,3,0,5.0,1,0,0,0,10.30196161345544,11.0
195,1,2,1,44.0,0,0,27.7208,3,0,0,4,1,1,1.0,0,0,1,1,153.47248229778975,5.0
196,1,2,1,58.0,0,0,146.5208,2,0,0,1,2,0,1.0,0,0,1,1,291.20192873678275,5.0
197,0,0,0,29.94477412590968,0,0,7.75,0,0,0,1,1,1,,0,1,0,1,,
198,0,0,0,42.0,0,1,8.4042,0,1,1,3,1,1,,1,0,0,0,109.01385980868083,47.0
199,1,0,1,29.80069448063587,0,0,7.75,2,0,0,1,1,1,,0,1,0,1,,
200,0,1,1,24.0,0,0,13.0,2,0,0,1,1,0,,1,0,0,1,69.36892218950794,5.0
201,0,0,0,28.0,0,0,9.5,0,0,0,1,1,0,,1,0,0,1,74.87616218394281,5.0
202,0,0,0,28.831532504389678,8,2,69.55,0,10,1,7,7,1,,1,0,0,0,,
203,0,0,0,34.0,0,0,6.4958,0,0,0,1,1,1,,1,0,0,1,83.02737954317273,5.0
204,0,0,0,45.5,0,0,7.225,0,0,0,1,1,0,,0,0,1,1,113.90847810892257,5.0
205,1,0,0,18.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,46.23818640783664,5.0
206,0,0,1,2.0,0,1,10.4625,2,1,1,2,2,0,6.0,1,0,0,0,5.476835475437213,7.0
207,0,0,0,32.0,1,0,15.85,0,1,1,2,2,1,,1,0,0,0,97.19532634383394,37.0
208,1,0,0,26.0,0,0,18.7875,0,0,0,1,2,0,,0,0,1,1,82.39816604817896,5.0
209,1,0,1,16.0,0,0,7.75,2,0,0,1,1,1,,0,1,0,1,40.72850034567096,5.0
210,1,2,0,40.0,0,0,31.0,0,0,0,1,1,1,0.0,0,0,1,1,143.3407575382444,5.0
211,0,0,0,24.0,0,0,7.05,0,0,0,2,1,1,,1,0,0,1,59.73755183847993,5.0
212,1,1,1,35.0,0,0,21.0,2,0,0,1,1,1,,1,0,0,1,114.03337883075187,5.0
213,0,0,0,22.0,0,0,7.25,0,0,0,1,1,1,,1,0,0,1,55.121570613796194,5.0
214,0,1,0,30.0,0,0,13.0,0,0,0,1,1,0,,1,0,0,1,86.71115273688494,5.0
215,0,0,0,30.886821584076753,1,0,7.75,0,1,1,1,1,0,,0,1,0,0,,
216,1,2,1,31.0,1,0,113.275,2,1,1,3,3,1,3.0,0,0,1,0,147.96338506703356,36.0
217,1,0,1,27.0,0,0,7.925,2,0,0,1,1,0,,1,0,0,1,69.09741235065131,5.0
218,0,1,0,42.0,1,0,27.0,0,1,1,2,2,1,,1,0,0,0,145.5609079175885,47.0
219,1,2,1,32.0,0,0,76.2917,2,0,0,1,1,0,3.0,0,0,1,1,140.73740545027877,5.0
220,0,1,0,30.0,0,0,10.5,0,0,0,4,1,1,,1,0,0,1,82.22520071775602,5.0
221,1,0,0,16.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,41.10061014029924,5.0
222,0,1,0,27.0,0,0,13.0,0,0,0,1,1,1,,1,0,0,1,78.04003746319644,5.0
223,0,0,0,51.0,0,0,8.05,0,0,0,1,1,1,,1,0,0,1,131.00819482220382,5.0
224,0,0,0,28.21859995126652,0,0,7.8958,0,0,0,1,1,0,,1,0,0,1,,
225,1,2,0,38.0,1,0,90.0,0,1,1,3,2,1,2.0,1,0,0,0,173.04732188082056,43.0
226,0,0,0,22.0,0,0,9.35,0,0,0,1,1,0,,1,0,0,1,58.60249872852386,5.0
227,1,1,0,19.0,0,0,10.5,0,0,0,1,1,1,,1,0,0,1,52.07596045457882,5.0
228,0,0,0,20.5,0,0,7.25,0,0,0,1,1,1,,1,0,0,1,51.36328170831009,5.0
229,0,1,0,18.0,0,0,13.0,0,0,0,1,1,0,,1,0,0,1,52.02669164213096,5.0
230,0,0,1,29.694585339001218,3,1,25.4667,2,4,1,4,4,0,,1,0,0,0,,
231,1,2,1,35.0,1,0,83.475,3,1,1,4,2,1,2.0,1,0,0,0,156.89520091810343,40.0
232,0,0,0,29.0,0,0,7.775,0,0,0,2,1,1,,1,0,0,1,73.87721394660328,5.0
233,0,1,0,59.0,0,0,13.5,0,0,0,1,1,0,,1,0,0,1,172.14847319297246,5.0
234,1,0,1,5.0,4,2,31.3875,2,6,1,4,4,0,,1,0,0,0,17.971126545358707,35.0
235,0,1,0,24.0,0,0,10.5,0,0,0,1,1,0,,1,0,0,1,65.78016057420481,5.0
236,0,0,1,27.898757225424006,0,0,7.55,2,0,0,1,1,1,,1,0,0,1,,
237,0,1,0,44.0,1,0,26.0,0,1,1,1,1,0,,1,0,0,0,151.09543699734644,49.0
238,1,1,1,8.0,0,2,26.25,2,2,1,3,3,1,,1,0,0,0,27.536155009459286,21.0
239,0,1,0,19.0,0,0,10.5,0,0,0,1,1,1,,1,0,0,1,52.07596045457882,5.0
240,0,1,0,33.0,0,0,12.275,0,0,0,1,1,1,,1,0,0,1,94.02559219857321,5.0
241,0,0,1,26.76035462496842,1,0,14.4542,2,1,1,2,2,0,,0,0,1,0,,
242,1,0,1,29.46291461792704,1,0,15.5,2,1,1,2,2,1,,0,1,0,0,,
243,0,1,0,29.0,0,0,10.5,0,0,0,1,1,1,,1,0,0,1,79.48436069383082,5.0
244,0,0,0,22.0,0,0,7.125,0,0,0,1,1,0,,1,0,0,1,54.89592761011804,5.0
245,0,0,0,30.0,0,0,7.225,0,0,0,2,1,0,,0,0,1,1,75.10449106082807,5.0
246,0,2,0,44.0,2,0,90.0,1,2,1,2,2,1,2.0,0,1,0,0,200.3705832304238,93.0
247,0,0,1,25.0,0,0,7.775,2,0,0,1,1,0,,1,0,0,1,63.6872534022442,5.0
248,1,1,1,24.0,0,2,14.5,3,2,1,2,2,0,,1,0,0,0,71.28994717367283,53.0
249,1,2,0,37.0,1,1,52.5542,0,2,1,2,2,1,3.0,1,0,0,0,149.95090316332715,79.0
250,0,1,0,54.0,1,0,26.0,0,1,1,6,2,1,,1,0,0,0,185.4353090421979,59.0
251,0,0,0,31.071908404449413,0,0,7.25,0,0,0,1,1,1,,1,0,0,1,,
252,0,0,1,29.0,1,1,10.4625,3,2,1,2,2,0,6.0,1,0,0,0,79.41411439383958,63.0
253,0,2,0,62.0,0,0,26.55,0,0,0,1,1,1,2.0,1,0,0,1,213.9975625172078,5.0
254,0,0,0,30.0,1,0,16.1,0,1,1,2,2,1,,1,0,0,0,91.47819121446062,35.0
255,0,0,1,41.0,0,2,20.2125,3,2,1,2,2,0,,1,0,0,0,132.32093603449354,87.0
256,1,0,1,29.0,0,2,15.2458,3,2,1,1,1,0,,0,0,1,0,87.23047357436425,63.0
257,1,2,1,30.89358930253111,0,0,79.2,3,0,0,1,1,1,,0,0,1,1,,
258,1,2,1,30.0,0,0,86.5,2,0,0,1,3,1,1.0,1,0,0,1,135.49016916844428,5.0
259,1,2,1,35.0,0,0,512.3292,2,0,0,1,3,1,,0,0,1,1,218.70377978233455,5.0
